pygame 1.9.6
Hello from the pygame community. https://www.pygame.org/contribute.html
         607076 function calls (593376 primitive calls) in 8.885 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 latebind.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
       33    0.000    0.000    0.000    0.000 __init__.py:367(_FuncPtr)
      101    0.000    0.000    0.000    0.000 multiarray.py:1043(copyto)
        5    0.000    0.000    0.000    0.000 decorator.py:152(update)
      100    0.000    0.000    0.000    0.000 multiarray.py:707(dot)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:993(_argsort_dispatcher)
        1    0.000    0.000    0.000    0.000 __future__.py:1(<module>)
    29/25    0.000    0.000    0.000    0.000 typing.py:717(__hash__)
        8    0.000    0.000    0.000    0.000 pathlib.py:719(__fspath__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3164(__init__)
        2    0.000    0.000    0.000    0.000 tokenize.py:319(read_or_stop)
        2    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
      100    0.000    0.000    0.000    0.000 fromnumeric.py:1270(_searchsorted_dispatcher)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
        2    0.000    0.000    0.000    0.000 os.py:726(<lambda>)
       18    0.000    0.000    0.000    0.000 typing.py:358(<genexpr>)
      127    0.000    0.000    0.000    0.000 six.py:88(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:827(<genexpr>)
      139    0.000    0.000    0.000    0.000 typing.py:666(<genexpr>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2376(__init__)
        1    0.000    0.000    0.000    0.000 specifiers.py:21(BaseSpecifier)
      129    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
       31    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       51    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
      104    0.000    0.000    0.000    0.000 wrapper.py:41(none_or_pass)
        1    0.000    0.000    0.000    0.000 typing.py:300(_SpecialForm)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 runners.py:1(<module>)
       10    0.000    0.000    0.000    0.000 _ufunc_config.py:139(geterr)
        1    0.000    0.000    0.000    0.000 realtransforms.py:1(<module>)
       18    0.000    0.000    0.000    0.000 dual.py:52(register_func)
        1    0.000    0.000    0.000    0.000 base.py:62(spmatrix)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
       14    0.000    0.000    0.000    0.000 __init__.py:2360(_is_unpacked_egg)
       64    0.000    0.000    0.000    0.000 inspect.py:158(isfunction)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
        1    0.000    0.000    0.000    0.000 numerictypes.py:445(_construct_lookups)
       20    0.000    0.000    0.000    0.000 enum.py:58(__init__)
        1    0.000    0.000    0.000    0.000 _index.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
        3    0.000    0.000    0.000    0.000 datetime.py:1566(__new__)
        1    0.000    0.000    0.000    0.000 machar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:971(SSLSocket)
       42    0.000    0.000    0.000    0.000 __init__.py:1934(__init__)
      110    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
        1    0.000    0.000    0.000    0.000 construct.py:1(<module>)
       41    0.000    0.000    0.000    0.000 {built-in method builtins.id}
       32    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
        1    0.000    0.000    0.000    0.000 _rotation_spline.py:1(<module>)
       12    0.000    0.000    0.000    0.000 pyparsing.py:2431(parseImpl)
        2    0.000    0.000    0.000    0.000 pyparsing.py:4003(parseImpl)
        1    0.000    0.000    0.000    0.000 polynomial.py:1442(Polynomial)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
       88    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:154(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 __init__.py:244(<listcomp>)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_svd.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formathandler.py:8(FormatHandler)
        1    0.000    0.000    0.000    0.000 camera.py:10(setResolution)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
      186    0.000    0.000    0.000    0.000 inspect.py:2527(name)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        1    0.000    0.000    0.000    0.000 logs.py:43(_FullLoggedFunction)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:238(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:515(<lambda>)
        1    0.000    0.000    0.000    0.000 _lookupint.py:1(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decomp_ldl.py:1(<module>)
        3    0.000    0.000    0.000    0.000 ufunclike.py:60(_fix_and_maybe_deprecate_out_named_y)
        2    0.000    0.000    0.000    0.000 blas.py:365(_memoize_get_funcs)
       93    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        5    0.000    0.000    0.000    0.000 typing.py:836(<genexpr>)
       49    0.000    0.000    0.000    0.000 images.py:462(__init__)
        6    0.000    0.000    0.000    0.000 typing.py:219(_remove_dups_flatten)
        1    0.000    0.000    0.000    0.000 _configflags.py:1(<module>)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1732(__new__)
        4    0.000    0.000    0.000    0.000 cp1252.py:22(decode)
        3    0.000    0.000    0.000    0.000 os.py:766(getenv)
        2    0.000    0.000    0.000    0.000 datetime.py:661(__neg__)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
       14    0.000    0.000    0.000    0.000 __init__.py:3243(<genexpr>)
       22    0.000    0.000    0.000    0.000 __init__.py:668(__iter__)
        1    0.000    0.000    0.000    0.000 typing.py:647(_GenericAlias)
        1    0.000    0.000    0.000    0.000 __init__.py:22(<listcomp>)
       18    0.000    0.000    0.000    0.000 plugins.py:6(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        8    0.000    0.000    0.000    0.000 pathlib.py:709(__str__)
        4    0.000    0.000    0.000    0.000 converters.py:301(stringArray)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _add_newdocs.py:6702(numeric_type_aliases)
        3    0.000    0.000    0.000    0.000 ufunclike.py:43(_fix_out_named_y)
        1    0.000    0.000    0.000    0.000 _dtype.py:1(<module>)
      175    0.000    0.000    0.000    0.000 inspect.py:2539(kind)
        4    0.000    0.000    0.000    0.000 {built-in method _locale._getdefaultlocale}
       19    0.000    0.000    0.000    0.000 tokenize.py:58(group)
        8    0.000    0.000    0.000    0.000 pathlib.py:145(splitroot)
       64    0.000    0.000    0.000    0.000 logs.py:75(logOnFail)
        1    0.000    0.000    0.000    0.000 lazywrapper.py:1(<module>)
        1    0.000    0.000    0.000    0.000 internalformat_query.py:12(_f)
        1    0.000    0.000    0.000    0.000 internalformat_query2.py:12(_f)
      172    0.000    0.000    0.000    0.000 _structures.py:33(__neg__)
       16    0.000    0.000    0.000    0.000 _version.py:62(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:761(__init__)
        1    0.000    0.000    0.000    0.000 decomp_lu.py:1(<module>)
       17    0.000    0.000    0.000    0.000 wrapper.py:429(<listcomp>)
        1    0.000    0.000    0.000    0.000 shader_storage_buffer_object.py:12(_f)
        1    0.000    0.000    0.000    0.000 texture_buffer_range.py:12(_f)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 ssl.py:467(Purpose)
       38    0.000    0.000    0.000    0.000 __init__.py:23(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method glm.translate}
        1    0.000    0.000    0.000    0.000 copy_image.py:12(_f)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3061(__init__)
        1    0.000    0.000    0.000    0.000 contextlib.py:71(__call__)
        2    0.000    0.000    0.000    0.000 platform.py:1076(python_implementation)
        1    0.000    0.000    0.000    0.000 __init__.py:1196(__init__)
       14    0.000    0.000    0.000    0.000 _string_helpers.py:72(english_capitalize)
      114    0.000    0.000    0.000    0.000 version.py:352(<lambda>)
        6    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 texture_view.py:12(_f)
        1    0.000    0.000    0.000    0.000 texture_buffer_object.py:12(_f)
       10    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       32    0.000    0.000    0.000    0.000 _type_aliases.py:68(<genexpr>)
        2    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 _numpysndarray.py:21(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
       61    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 typing.py:496(__init__)
        1    0.000    0.000    0.000    0.000 typing.py:795(_VariadicGenericAlias)
        1    0.000    0.000    0.000    0.000 __init__.py:858(__init__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2991(__init__)
        3    0.000    0.000    0.000    0.000 types.py:244(coroutine)
        6    0.000    0.000    0.000    0.000 glob.py:147(has_magic)
       31    0.000    0.000    0.000    0.000 glob.py:84(<genexpr>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
        1    0.000    0.000    0.000    0.000 __init__.py:2561(Distribution)
        6    0.000    0.000    0.000    0.000 typing.py:682(<genexpr>)
       18    0.000    0.000    0.000    0.000 data.py:133(_create_method)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:95(_add_types)
        1    0.000    0.000    0.000    0.000 locks.py:49(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.000    0.000 _pytesttester.py:1(<module>)
       17    0.000    0.000    0.000    0.000 {function _typedict.__getitem__ at 0x0000000005326CA0}
        2    0.000    0.000    0.000    0.000 core.py:2912(_update_from)
        1    0.000    0.000    0.000    0.000 _version.py:136(__lt__)
        1    0.000    0.000    0.000    0.000 _decomp_qz.py:1(<module>)
        1    0.000    0.000    0.000    0.000 win32.py:72(getExtensionProcedure)
       56    0.000    0.000    0.000    0.000 enum.py:192(<genexpr>)
       24    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 ntpath.py:337(expandvars)
        1    0.000    0.000    0.000    0.000 numeric.py:159(ones)
        2    0.000    0.000    0.000    0.000 _util.py:157(__init__)
        1    0.000    0.000    0.000    0.000 special_matrices.py:1(<module>)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        1    0.000    0.000    0.000    0.000 _laplacian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decomp_cholesky.py:1(<module>)
      103    0.000    0.000    0.000    0.000 enum.py:457(<lambda>)
        2    0.000    0.000    0.000    0.000 platform.py:972(_sys_version)
        2    0.000    0.000    0.000    0.000 random.py:721(getrandbits)
        1    0.000    0.000    0.000    0.000 typing.py:842(Generic)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 case.py:45(_Outcome)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       15    0.000    0.000    0.000    0.000 typing.py:329(__hash__)
       72    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:137(_declare_state)
       29    0.000    0.000    0.000    0.000 wrapper.py:1484(__init__)
       35    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 sputils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 compressed.py:27(_cs_matrix)
        2    0.000    0.000    0.000    0.000 sysconfig.py:130(_fix_pcbuild)
       24    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
       29    0.000    0.000    0.000    0.000 latebind.py:57(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method glm.perspective}
       34    0.000    0.000    0.000    0.000 typing.py:708(__eq__)
       24    0.000    0.000    0.000    0.000 tokenize.py:94(<listcomp>)
        1    0.000    0.000    0.000    0.000 _iotools.py:499(StringConverter)
    47/39    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
        1    0.000    0.000    0.000    0.000 ntpath.py:289(expanduser)
        5    0.000    0.000    0.000    0.000 datetime.py:411(_check_date_fields)
        1    0.000    0.000    0.000    0.000 dual.py:1(<module>)
       19    0.000    0.000    0.000    0.000 __init__.py:189(_checkLevel)
        1    0.000    0.000    0.000    0.000 events.py:205(AbstractEventLoop)
        1    0.000    0.000    0.000    0.000 events.py:606(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 argparse.py:154(HelpFormatter)
        1    0.000    0.000    0.000    0.000 _expm_frechet.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3368(And)
        2    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
       34    0.000    0.000    0.000    0.000 typing.py:324(__eq__)
        1    0.000    0.000    0.000    0.000 _bytes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        2    0.000    0.000    0.000    0.000 arrayprint.py:474(decorating_function)
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
       86    0.000    0.000    0.000    0.000 version.py:332(_parse_local_version)
        1    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
       18    0.000    0.000    0.000    0.000 codata.py:1570(value)
       27    0.000    0.000    0.000    0.000 converters.py:146(__init__)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       46    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       54    0.000    0.000    0.000    0.000 baseplatform.py:117(wrapContextCheck)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:18(_is_debug_mode)
        1    0.000    0.000    0.000    0.000 _decomp_polar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 spfun_stats.py:32(<module>)
       16    0.000    0.000    0.000    0.000 wrapper.py:1486(append)
       16    0.000    0.000    0.000    0.000 pyparsing.py:2751(charsAsStr)
       11    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 zipfile.py:1192(ZipFile)
       26    0.000    0.000    0.000    0.000 inspect.py:513(_is_wrapper)
       29    0.000    0.000    0.000    0.000 lazywrapper.py:8(lazy)
        2    0.000    0.000    0.000    0.000 datetime.py:1236(__new__)
       20    0.000    0.000    0.000    0.000 __init__.py:1226(append)
       12    0.000    0.000    0.000    0.000 _lookupint.py:7(__init__)
        1    0.000    0.000    0.000    0.000 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.000    0.000 pickle.py:405(_Pickler)
        4    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        5    0.000    0.000    0.000    0.000 datetime.py:424(_check_time_fields)
        1    0.000    0.000    0.000    0.000 ssl.py:474(SSLContext)
        1    0.000    0.000    0.000    0.000 win32.py:16(_size)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        4    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 _dtype_ctypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:18(_deprecate_out_named_y)
        1    0.000    0.000    0.000    0.000 __init__.py:555(__init__)
       19    0.000    0.000    0.000    0.000 __init__.py:772(__init__)
        1    0.000    0.000    0.000    0.000 argparse.py:1074(_SubParsersAction)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 py31compat.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method nt.cpu_count}
        1    0.000    0.000    0.000    0.000 os.py:710(setdefault)
        1    0.000    0.000    0.000    0.000 threading.py:750(Thread)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 case.py:424(__init__)
        1    0.000    0.000    0.000    0.000 dok.py:27(dok_matrix)
        1    0.000    0.000    0.000    0.000 arraydatatype.py:110(ArrayDatatype)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 sprite.py:614(LayeredUpdates)
       37    0.000    0.000    0.000    0.000 arrayhelpers.py:150(__init__)
        4    0.000    0.000    0.000    0.000 converters.py:305(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        3    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
      102    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       15    0.000    0.000    0.000    0.000 ssl.py:965(_sslcopydoc)
        2    0.000    0.000    0.000    0.000 datetime.py:819(__new__)
       14    0.000    0.000    0.000    0.000 mixins.py:30(_reflected_binary_method)
        1    0.000    0.000    0.000    0.000 threading.py:519(set)
        1    0.000    0.000    0.000    0.000 numerictypes.py:438(__getitem__)
        1    0.000    0.000    0.000    0.000 version.py:3(<module>)
        8    0.000    0.000    0.000    0.000 typing.py:883(<genexpr>)
        1    0.000    0.000    0.000    0.000 __init__.py:104(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(<module>)
        4    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
       31    0.000    0.000    0.000    0.000 glob.py:154(_ishidden)
       13    0.000    0.000    0.000    0.000 _internal.py:830(npy_ctypes_check)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3841(__str__)
       11    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        1    0.000    0.000    0.000    0.000 typing.py:1612(__new__)
        1    0.000    0.000    0.000    0.000 decomp_qr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 distance.py:1710(<dictcomp>)
        1    0.000    0.000    0.000    0.000 _spherical_bessel.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        1    0.000    0.000    0.000    0.000 pyparsing.py:324(ParseResults)
        5    0.000    0.000    0.000    0.000 enum.py:899(_power_of_two)
       12    0.000    0.000    0.000    0.000 opcode.py:43(name_op)
        1    0.000    0.000    0.000    0.000 process.py:71(BaseProcess)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        8    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 _string_helpers.py:44(english_upper)
        1    0.000    0.000    0.000    0.000 _internal.py:241(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2963(__str__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4335(__init__)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
       27    0.000    0.000    0.000    0.000 _add_newdocs.py:6743(<genexpr>)
        1    0.000    0.000    0.000    0.000 _sketches.py:1(<module>)
       18    0.000    0.000    0.000    0.000 arrayhelpers.py:173(arraySizeOfFirstType)
        1    0.000    0.000    0.000    0.000 version.py:33(__new__)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 error.py:42(GLError)
       10    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.000    0.000 threading.py:505(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:1016(Path)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.000    0.000 __init__.py:839(_addHandlerRef)
        1    0.000    0.000    0.000    0.000 socket.py:213(socket)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3151(__init__)
        1    0.000    0.000    0.000    0.000 vbo.py:45(Implementation)
        2    0.000    0.000    0.000    0.000 pyparsing.py:668(<listcomp>)
       25    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        4    0.000    0.000    0.000    0.000 pathlib.py:692(_format_parsed_parts)
        3    0.000    0.000    0.000    0.000 numerictypes.py:239(obj2sctype)
       13    0.000    0.000    0.000    0.000 mixins.py:40(_inplace_binary_method)
       21    0.000    0.000    0.000    0.000 __init__.py:921(_added_new)
       38    0.000    0.000    0.000    0.000 version.py:48(<lambda>)
        2    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1424(info)
        1    0.000    0.000    0.000    0.000 ssl.py:812(SSLObject)
        1    0.000    0.000    0.000    0.000 baseplatform.py:55(BasePlatform)
        1    0.000    0.000    0.000    0.000 __init__.py:553(WorkingSet)
        1    0.000    0.000    0.000    0.000 _compat.py:4(<module>)
        5    0.000    0.000    0.000    0.000 getlimits.py:521(max)
        5    0.000    0.000    0.000    0.000 pyparsing.py:3032(__str__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        4    0.000    0.000    0.000    0.000 pathlib.py:682(_from_parsed_parts)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1966(Chebyshev)
        1    0.000    0.000    0.000    0.000 legendre.py:1613(Legendre)
        1    0.000    0.000    0.000    0.000 process.py:393(__init__)
        1    0.000    0.000    0.000    0.000 plistlib.py:417(_PlistWriter)
        1    0.000    0.000    0.000    0.000 specifiers.py:78(_IndividualSpecifier)
        1    0.000    0.000    0.000    0.000 zipfile.py:1114(_ZipWriteFile)
       34    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:426(validate)
        1    0.000    0.000    0.000    0.000 subprocess.py:684(Popen)
        1    0.000    0.000    0.000    0.000 dia.py:18(dia_matrix)
        1    0.000    0.000    0.000    0.000 coo.py:24(coo_matrix)
        1    0.000    0.000    0.000    0.000 __about__.py:4(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:96(__init__)
        2    0.000    0.000    0.000    0.000 arrayprint.py:1562(set_string_function)
        7    0.000    0.000    0.000    0.000 typing.py:307(__new__)
        1    0.000    0.000    0.000    0.000 selector_events.py:48(BaseSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4160(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:661(architecture)
       11    0.000    0.000    0.000    0.000 utils.py:70(__init__)
        1    0.000    0.000    0.000    0.000 random.py:78(Random)
        3    0.000    0.000    0.000    0.000 six.py:195(load_module)
       14    0.000    0.000    0.000    0.000 enum.py:352(__members__)
       18    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        7    0.000    0.000    0.000    0.000 functools.py:486(lru_cache)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        1    0.000    0.000    0.000    0.000 _backend.py:45(set_global_backend)
        1    0.000    0.000    0.000    0.000 __init__.py:1677(isEnabledFor)
        1    0.000    0.000    0.000    0.000 extract.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lambertw.py:1(<module>)
        1    0.000    0.000    0.000    0.000 futures.py:29(Future)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
       27    0.000    0.000    0.000    0.000 enum.py:659(value)
       23    0.000    0.000    0.000    0.000 overrides.py:202(array_function_from_dispatcher)
       11    0.000    0.000    0.000    0.000 _testutils.py:26(__init__)
        7    0.000    0.000    0.000    0.000 typing.py:1121(runtime_checkable)
        1    0.000    0.000    0.000    0.000 linalg_version.py:1(<module>)
        4    0.000    0.000    0.000    0.000 cp1252.py:18(encode)
        2    0.000    0.000    0.000    0.000 tokenize.py:325(find_cookie)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 inspect.py:2445(Parameter)
        1    0.000    0.000    0.000    0.000 inspect.py:2730(Signature)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        1    0.000    0.000    0.000    0.000 wrapper.py:328(setCResolver)
        1    0.000    0.000    0.000    0.000 __init__.py:1125(ResourceManager)
        1    0.000    0.000    0.000    0.000 __init__.py:1383(NullProvider)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.000    0.000 ctypesarrays.py:16(CtypesArrayHandler)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
       38    0.000    0.000    0.000    0.000 version.py:54(<lambda>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1567(resetCache)
        1    0.000    0.000    0.000    0.000 datetime.py:469(timedelta)
        1    0.000    0.000    0.000    0.000 pathlib.py:395(_NormalAccessor)
        4    0.000    0.000    0.000    0.000 _ufunc_config.py:437(__init__)
        1    0.000    0.000    0.000    0.000 hermite.py:1627(Hermite)
        1    0.000    0.000    0.000    0.000 images.py:446(finalise)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 datetime.py:1211(time)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        5    0.000    0.000    0.000    0.000 typing.py:733(__mro_entries__)
        1    0.000    0.000    0.000    0.000 laguerre.py:1578(Laguerre)
        1    0.000    0.000    0.000    0.000 windows_events.py:401(IocpProactor)
        1    0.000    0.000    0.000    0.000 context.py:41(cpu_count)
       55    0.000    0.000    0.000    0.000 distance.py:1704(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
